IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG0032,EC1_K007_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.37591,NA,-82.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Old Woman Creek,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Trisha Spanbauer,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0032
IEEXG0033,EC1_K007_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.37591,NA,-82.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Old Woman Creek,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Trisha Spanbauer,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0033
IEEXG0034,EC1_K007_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.37591,NA,-82.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Old Woman Creek,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Trisha Spanbauer,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0034
IEEXG0035,EC1_K008_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0035
IEEXG0036,EC1_K008_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0036
IEEXG0037,EC1_K008_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0037
IEEXG0038,EC1_K008_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0038
IEEXG0039,EC1_K008_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0039
IEEXG003A,EC1_K008_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003A
IEEXG003B,EC1_K008_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3824,NA,-82.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003B
IEEXG003C,EC1_K008_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3826,NA,-82.5148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003C
IEEXG003D,EC1_K008_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3826,NA,-82.5148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003D
IEEXG003E,EC1_K008_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3826,NA,-82.5148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003E
IEEXG003F,EC1_K008_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003F
IEEXG003G,EC1_K008_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003G
IEEXG003H,EC1_K008_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003H
IEEXG003I,EC1_K008_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003I
IEEXG003J,EC1_K008_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003J
IEEXG003K,EC1_K008_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3827,NA,-82.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Mouth, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003K
IEEXG003L,EC1_K009_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003L
IEEXG003M,EC1_K009_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003M
IEEXG003N,EC1_K009_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003N
IEEXG003O,EC1_K009_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003O
IEEXG003P,EC1_K009_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003P
IEEXG003Q,EC1_K009_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003Q
IEEXG003R,EC1_K009_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3754,NA,-82.5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lacestuary,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003R
IEEXG003S,EC1_K009_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3746,NA,-82.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003S
IEEXG003T,EC1_K009_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3746,NA,-82.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003T
IEEXG003U,EC1_K009_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3746,NA,-82.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003U
IEEXG003V,EC1_K009_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3747,NA,-82.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003V
IEEXG003W,EC1_K009_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3747,NA,-82.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003W
IEEXG003X,EC1_K009_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3747,NA,-82.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003X
IEEXG003Y,EC1_K009_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3745,NA,-82.5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003Y
IEEXG003Z,EC1_K009_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3745,NA,-82.5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG003Z
IEEXG0040,EC1_K009_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3745,NA,-82.5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"West of Star Island, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0040
IEEXG0041,EC1_K010_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3734,NA,-82.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0041
IEEXG0042,EC1_K010_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3734,NA,-82.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0042
IEEXG0043,EC1_K010_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3734,NA,-82.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0043
IEEXG0044,EC1_K010_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3734,NA,-82.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0044
IEEXG0045,EC1_K010_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3734,NA,-82.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0045
IEEXG0046,EC1_K010_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3733,NA,-82.5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0046
IEEXG0047,EC1_K010_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3733,NA,-82.5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Lacestuary,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0047
IEEXG0048,EC1_K010_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.3731,NA,-82.5083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,"Eagle Cove, Old Woman Creek National Estuarine Research Reserve",Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Steven McMurray,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0048
