IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG00NT,EC1_K054_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.968,NA,-75.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NT
IEEXG00NU,EC1_K054_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.968,NA,-75.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NU
IEEXG00NV,EC1_K054_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9683,NA,-75.3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NV
IEEXG00NW,EC1_K054_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9683,NA,-75.3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NW
IEEXG00NX,EC1_K054_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9683,NA,-75.3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NX
IEEXG00NY,EC1_K054_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9681,NA,-75.3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NY
IEEXG00NZ,EC1_K054_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9681,NA,-75.3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00NZ
IEEXG00O0,EC1_K054_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.9681,NA,-75.3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Delaware Forest,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Holly Michael,NA,10/20/2021,10/20/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O0
IEEXG00O1,EC1_K055_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O1
IEEXG00O2,EC1_K055_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O2
IEEXG00O3,EC1_K055_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O3
IEEXG00O4,EC1_K055_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O4
IEEXG00O5,EC1_K055_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O5
IEEXG00O6,EC1_K055_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O6
IEEXG00O7,EC1_K055_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8055,NA,-75.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Tidal stream,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O7
IEEXG00O8,EC1_K055_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Wetland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O8
IEEXG00O9,EC1_K055_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Wetland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00O9
IEEXG00OA,EC1_K055_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Wetland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OA
IEEXG00OB,EC1_K055_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8057,NA,-75.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OB
IEEXG00OC,EC1_K055_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8057,NA,-75.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OC
IEEXG00OD,EC1_K055_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.8057,NA,-75.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OD
IEEXG00OE,EC1_K055_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Transition zone between wetland and upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OE
IEEXG00OF,EC1_K055_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Transition zone between wetland and upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OF
IEEXG00OG,EC1_K055_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous coniferous forest,Transition zone between wetland and upland,Mantua Creek,Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OG
IEEXG00OH,EC1_K056_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OH
IEEXG00OI,EC1_K056_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OI
IEEXG00OJ,EC1_K056_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OJ
IEEXG00OK,EC1_K056_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OK
IEEXG00OL,EC1_K056_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OL
IEEXG00OM,EC1_K056_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OM
IEEXG00ON,EC1_K056_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00ON
IEEXG00OO,EC1_K056_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OO
IEEXG00OP,EC1_K056_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OP
IEEXG00OQ,EC1_K056_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1838,NA,-74.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OQ
IEEXG00OR,EC1_K056_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1837,NA,-74.8518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OR
IEEXG00OS,EC1_K056_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1837,NA,-74.8518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OS
IEEXG00OT,EC1_K056_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1837,NA,-74.8518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OT
IEEXG00OU,EC1_K056_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1836,NA,-74.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OU
IEEXG00OV,EC1_K056_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1836,NA,-74.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OV
IEEXG00OW,EC1_K056_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1836,NA,-74.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Jake's Landing, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OW
IEEXG00OX,EC1_K057_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1683,NA,-75.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OX
IEEXG00OY,EC1_K057_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1683,NA,-75.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OY
IEEXG00OZ,EC1_K057_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1683,NA,-75.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00OZ
IEEXG00P0,EC1_K057_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1683,NA,-75.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P0
